# id: cet4-core
# title: CET-4 重点词
# exam: CET-4
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-4 重点词，用于速刷与拼写回忆。
# accent: amber
kind	term	pronunciation	meaning	phrases	example	tags
word	auxiliary	[ɔːgˈziljəri]	a.辅助的；附属的		Try to recall "auxiliary" before checking the answer.	core,official
word	available	[əˈveiləbl]	a.可利用的；通用的		Try to recall "available" before checking the answer.	core,official
word	avenue	[ˈævinjuː]	n.林荫道，道路；大街		Try to recall "avenue" before checking the answer.	core,official
word	average	[ˈævəridʒ]	n.平均数 a.平均的		Try to recall "average" before checking the answer.	core,official
word	aviation	[ˌeiviˈei∫ən]	n.航空，航空学		Try to recall "aviation" before checking the answer.	core,official
word	avoid	[əˈvɔid]	vt.避免，躲开；撤消		Try to recall "avoid" before checking the answer.	core,official
word	await	[əˈweit]	vt.等候，期待		Try to recall "await" before checking the answer.	core,official
word	awake	[əˈweik]	a.醒着的 vt.唤醒		Try to recall "awake" before checking the answer.	core,official
word	award	[əˈwɔːd]	n.奖，奖品；判定		Try to recall "award" before checking the answer.	core,official
word	aware	[əˈweə]	a.知道的，意识到的		Try to recall "aware" before checking the answer.	core,official
word	away	[əˈwei]	ad.离开，远离；…去		Try to recall "away" before checking the answer.	core,official
word	awful	[ˈɔːful]	a.令人不愉快的		Try to recall "awful" before checking the answer.	core,official
word	awfully	[ˈɔːfuli]	ad.令人畏惧的；很		Try to recall "awfully" before checking the answer.	core,official
word	awkward	[ˈɔːkwəd]	a.笨拙的；尴尬的		Try to recall "awkward" before checking the answer.	core,official
word	ax	[æks]	n.斧子		Try to recall "ax" before checking the answer.	core,official
word	axis	[ˈæksis]	n.轴，轴线；中心线		Try to recall "axis" before checking the answer.	core,official
word	baby	[ˈbeibi]	n.婴儿；孩子气的人		Try to recall "baby" before checking the answer.	core,official
word	back	[bæk]	ad.在后；回原处；回		Try to recall "back" before checking the answer.	core,official
word	background	[ˈbækgraund]	n.背景，后景，经历		Try to recall "background" before checking the answer.	core,official
word	backward	[ˈbækwəd]	a.向后的；倒的 ad.倒		Try to recall "backward" before checking the answer.	core,official
word	bacteria	[bækˈtiəriə]	n.细菌		Try to recall "bacteria" before checking the answer.	core,official
word	bad	[bæd]	a.坏的，恶的；严重的		Try to recall "bad" before checking the answer.	core,official
word	badly	[ˈbædli]	ad.坏，差；严重地		Try to recall "badly" before checking the answer.	core,official
word	badminton	[ˈbædmintən]	n.羽毛球		Try to recall "badminton" before checking the answer.	core,official
word	bag	[bæg]	n.袋，包，钱包，背包		Try to recall "bag" before checking the answer.	core,official
word	baggage	[ˈbægidʒ]	n.行李		Try to recall "baggage" before checking the answer.	core,official
word	bake	[beik]	vt.烤，烘，焙；烧硬		Try to recall "bake" before checking the answer.	core,official
word	balance	[ˈbæləns]	vt.使平衡；称 n.天平		Try to recall "balance" before checking the answer.	core,official
word	ball	[bɔːl]	n.球，球状物；舞会		Try to recall "ball" before checking the answer.	core,official
word	balloon	[bəˈluːn]	n.气球，玩具气球		Try to recall "balloon" before checking the answer.	core,official
word	banana	[bəˈnɑːnə]	n.香蕉；芭蕉属植物		Try to recall "banana" before checking the answer.	core,official
word	band	[bænd]	n.乐队；带；波段		Try to recall "band" before checking the answer.	core,official
word	bang	[bæŋ]	n.巨响，枪声；猛击		Try to recall "bang" before checking the answer.	core,official
word	bank	[bæŋk]	n.银行；库；岩，堤		Try to recall "bank" before checking the answer.	core,official
word	banner	[ˈbænə]	n.旗，旗帜，横幅		Try to recall "banner" before checking the answer.	core,official
word	bar	[bɑː(r)]	n.酒吧间；条，杆；栅		Try to recall "bar" before checking the answer.	core,official
word	barber	[ˈbɑːbə]	n.理发师		Try to recall "barber" before checking the answer.	core,official
word	bare	[beə]	a.赤裸的；仅仅的		Try to recall "bare" before checking the answer.	core,official
word	bargain	[ˈbɑːgin]	n.交易 vi.议价；成交		Try to recall "bargain" before checking the answer.	core,official
word	bark	[bɑːk]	n.吠叫声 vi.吠，叫		Try to recall "bark" before checking the answer.	core,official
word	barn	[bɑːn]	n.谷仓；牲口棚		Try to recall "barn" before checking the answer.	core,official
word	barrel	[ˈbærəl]	n.桶；圆筒；枪管		Try to recall "barrel" before checking the answer.	core,official
word	barrier	[ˈbæriə]	n.栅栏，屏障；障碍		Try to recall "barrier" before checking the answer.	core,official
word	base	[beis]	n.基础，底层；基地		Try to recall "base" before checking the answer.	core,official
word	basic	[ˈbeisik]	a.基本的，基础的		Try to recall "basic" before checking the answer.	core,official
word	basically	[ˈbeisikəli]	ad.基本上		Try to recall "basically" before checking the answer.	core,official
word	basin	[ˈbeisn]	n.盆，洗脸盆；盆地		Try to recall "basin" before checking the answer.	core,official
word	basis	[ˈbeisis]	n.基础，根据		Try to recall "basis" before checking the answer.	core,official
word	basket	[bɑːskit]	n.篮，篓，筐		Try to recall "basket" before checking the answer.	core,official
word	basketball	[ˈbɑːskitbɔːl]	n.篮球；篮球运动		Try to recall "basketball" before checking the answer.	core,official
word	bat	[bæt]	n.球拍；短棍；蝙蝠		Try to recall "bat" before checking the answer.	core,official
word	bath	[bɑːθ]	n.浴，洗澡；浴缸		Try to recall "bath" before checking the answer.	core,official
word	bathe	[beið]	vt.给…洗澡；弄湿		Try to recall "bathe" before checking the answer.	core,official
word	bathroom	[ˈbɑːθruːm]	n.浴室；盥洗室		Try to recall "bathroom" before checking the answer.	core,official
word	battery	[ˈbætəri]	n.电池；一套，一组		Try to recall "battery" before checking the answer.	core,official
word	battle	[ˈbætl]	n.战役；斗争 vi.作战		Try to recall "battle" before checking the answer.	core,official
word	bay	[bei]	n.湾；山脉中的凹处		Try to recall "bay" before checking the answer.	core,official
word	be	[biː]	aux.v.&vi.是，在，做		Try to recall "be" before checking the answer.	core,official
word	beach	[biːt∫]	n.海滩，湖滩，河滩		Try to recall "beach" before checking the answer.	core,official
word	beam	[biːm]	n.梁；横梁；束，柱		Try to recall "beam" before checking the answer.	core,official
word	bean	[biːn]	n.豆，蚕豆		Try to recall "bean" before checking the answer.	core,official
word	bear	[beə]	n.熊；粗鲁的人		Try to recall "bear" before checking the answer.	core,official
word	bear	[beə]	vt.容忍；负担；生育		Try to recall "bear" before checking the answer.	core,official
word	beard	[biəd]	n.胡须，络腮胡子		Try to recall "beard" before checking the answer.	core,official
word	beast	[biːst]	n.兽，野兽；牲畜		Try to recall "beast" before checking the answer.	core,official
word	beat	[biːt]	vt.&vi.打，敲；打败		Try to recall "beat" before checking the answer.	core,official
word	beautiful	[ˈbjuːtəful]	a.美的，美丽的		Try to recall "beautiful" before checking the answer.	core,official
word	beauty	[ˈbjuːti]	n.美，美丽；美人		Try to recall "beauty" before checking the answer.	core,official
word	because	[biˈkɔz]	conj.由于，因为		Try to recall "because" before checking the answer.	core,official
word	become	[biˈkʌm]	vi.变成；成为，变得		Try to recall "become" before checking the answer.	core,official
word	bed	[bed]	n.床，床位；圃；河床		Try to recall "bed" before checking the answer.	core,official
word	bee	[biː]	n.蜂，密蜂；忙碌的人		Try to recall "bee" before checking the answer.	core,official
word	beef	[biːf]	n.牛肉；菜牛		Try to recall "beef" before checking the answer.	core,official
word	beer	[biə]	n.啤酒		Try to recall "beer" before checking the answer.	core,official
word	before	[biˈfɔː]	prep.在…以前；向…		Try to recall "before" before checking the answer.	core,official
word	beg	[beg]	vt.&vi.乞求；请求		Try to recall "beg" before checking the answer.	core,official
word	beggar	[ˈbegə]	n.乞丐，穷人		Try to recall "beggar" before checking the answer.	core,official
word	begin	[biˈgin]	vi.开始 vt.开始		Try to recall "begin" before checking the answer.	core,official
word	beginner	[biˈginə]	n.初学者，生手		Try to recall "beginner" before checking the answer.	core,official
word	beginning	[biˈginiŋ]	n.开始，开端；起源		Try to recall "beginning" before checking the answer.	core,official
word	behalf	[biˈhɑːf]	n.利益，维护，支持		Try to recall "behalf" before checking the answer.	core,official
word	behave	[biˈheiv]	vi.表现，举止；运转		Try to recall "behave" before checking the answer.	core,official
word	behavior	[biˈheivjə]	n.行为，举止，态度		Try to recall "behavior" before checking the answer.	core,official
word	behind	[biˈhaind]	prep.在…后面		Try to recall "behind" before checking the answer.	core,official
word	being	[ˈbiːiŋ]	n.存在；生物；生命		Try to recall "being" before checking the answer.	core,official
word	belief	[biˈliːf]	n.信任，相信；信念		Try to recall "belief" before checking the answer.	core,official
word	believe	[biˈliːv]	vt.相信；认为		Try to recall "believe" before checking the answer.	core,official
word	bell	[bel]	n.钟，铃，门铃；钟声		Try to recall "bell" before checking the answer.	core,official
word	belong	[biˈlɔŋ]	vi.属于，附属		Try to recall "belong" before checking the answer.	core,official
word	beloved	[biˈlʌvid]	a.为…的爱的 n.爱人		Try to recall "beloved" before checking the answer.	core,official
word	below	[biˈləu]	prep.在…下面(以下)		Try to recall "below" before checking the answer.	core,official
word	belt	[belt]	n.带，腰带；皮带；区		Try to recall "belt" before checking the answer.	core,official
word	bench	[bent∫]	n.长凳，条凳；工作台		Try to recall "bench" before checking the answer.	core,official
word	bend	[bend]	vt.使弯曲 vi.弯曲		Try to recall "bend" before checking the answer.	core,official
word	beneath	[biˈniːθ]	prep.在…下方		Try to recall "beneath" before checking the answer.	core,official
word	beneficial	[beniˈfi∫əl]	a.有利的，有益的		Try to recall "beneficial" before checking the answer.	core,official
word	benefit	[ˈbenifit]	n.利益；恩惠；津贴		Try to recall "benefit" before checking the answer.	core,official
word	berry	[ˈberi]	n.浆果(如草莓等)		Try to recall "berry" before checking the answer.	core,official
word	beside	[biˈsaid]	prep.在…旁边		Try to recall "beside" before checking the answer.	core,official
word	besides	[biˈsaidz]	ad.而且 prep.除…之外		Try to recall "besides" before checking the answer.	core,official
word	best	[best]	a.最好的；最大的		Try to recall "best" before checking the answer.	core,official
word	bet	[bet]	vt.&vi.&n.打赌		Try to recall "bet" before checking the answer.	core,official
word	betray	[biˈtrei]	vt.背叛；辜负；泄漏		Try to recall "betray" before checking the answer.	core,official
word	better	[ˈbetə]	a.较好的 ad.更好地		Try to recall "better" before checking the answer.	core,official
word	between	[biˈtwiːn]	prep.在…中间		Try to recall "between" before checking the answer.	core,official
word	beyond	[biˈjɔnd]	prep.在…的那边		Try to recall "beyond" before checking the answer.	core,official
word	Bible	[ˈbaibl]	n.基督教《圣经》		Try to recall "Bible" before checking the answer.	core,official
word	bicycle	[ˈbaisikl]	n.自行车，脚踏车		Try to recall "bicycle" before checking the answer.	core,official
word	big	[big]	a.大的，巨大的		Try to recall "big" before checking the answer.	core,official
word	bike	[baik]	n.自行车 vi.骑自行车		Try to recall "bike" before checking the answer.	core,official
word	bill	[bil]	n.账单；招贴；票据		Try to recall "bill" before checking the answer.	core,official
word	billion	[ˈbiljən]	num.万亿(英)		Try to recall "billion" before checking the answer.	core,official
word	bind	[baind]	vt.捆绑；包扎；装钉		Try to recall "bind" before checking the answer.	core,official
word	biology	[baiˈɔlədʒi]	n.生物学；生态学		Try to recall "biology" before checking the answer.	core,official
word	bird	[bəːd]	n.鸟，禽		Try to recall "bird" before checking the answer.	core,official
word	birth	[bəːθ]	n.分娩，出生；出身		Try to recall "birth" before checking the answer.	core,official
word	birthday	[ˈbəːθdei]	n.生日，诞生的日期		Try to recall "birthday" before checking the answer.	core,official
word	biscuit	[ˈbiskit]	n.(英)饼干；(美)软饼		Try to recall "biscuit" before checking the answer.	core,official
word	bit	[bit]	n.一点，一些，小片		Try to recall "bit" before checking the answer.	core,official
word	bite	[bait]	vt.咬，叮，螫；剌穿		Try to recall "bite" before checking the answer.	core,official
word	bitter	[ˈbitə]	a.痛苦的；严寒的		Try to recall "bitter" before checking the answer.	core,official
word	bitterly	[ˈbitəli]	ad.苦苦地；悲痛地		Try to recall "bitterly" before checking the answer.	core,official
word	black	[blæk]	a.黑色的；黑暗的		Try to recall "black" before checking the answer.	core,official
word	blackboard	[ˈblækbɔːd]	n.黑板		Try to recall "blackboard" before checking the answer.	core,official
word	blade	[bleid]	n.刀刃，刀片；叶片		Try to recall "blade" before checking the answer.	core,official
word	blame	[bleim]	vt.责备，把…归咎于		Try to recall "blame" before checking the answer.	core,official
word	blank	[blæŋk]	a.空白的 n.空白		Try to recall "blank" before checking the answer.	core,official
word	blanket	[ˈblæŋkit]	n.毛毯，毯子，羊毛毯		Try to recall "blanket" before checking the answer.	core,official
word	blast	[blɑːst]	n.爆炸，冲击波 vt.炸		Try to recall "blast" before checking the answer.	core,official
word	blaze	[bleiz]	n.火；闪光 vi.燃烧		Try to recall "blaze" before checking the answer.	core,official
word	bleed	[bliːd]	vi.出血，流血；泌脂		Try to recall "bleed" before checking the answer.	core,official
word	blend	[blend]	vt.&vi.&n.混和		Try to recall "blend" before checking the answer.	core,official
word	bless	[bles]	vt.为…祝福		Try to recall "bless" before checking the answer.	core,official
word	blind	[blaind]	a.瞎的；盲目的		Try to recall "blind" before checking the answer.	core,official
word	block	[blɔk]	n.街区 vt.堵塞，拦阻		Try to recall "block" before checking the answer.	core,official
word	blood	[blʌd]	n.血，血液；血统		Try to recall "blood" before checking the answer.	core,official
word	bloom	[bluːm]	n.花；开花，开花期		Try to recall "bloom" before checking the answer.	core,official
word	blossom	[ˈblɔsəm]	n.花，开花 vi.开花		Try to recall "blossom" before checking the answer.	core,official
word	blow	[bləu]	vi.吹，吹动；吹响		Try to recall "blow" before checking the answer.	core,official
word	blue	[bluː]	a.蓝色的 n.蓝色		Try to recall "blue" before checking the answer.	core,official
word	board	[bɔːd]	n.板 vt.上(船、车等)		Try to recall "board" before checking the answer.	core,official
word	boast	[bəust]	vi.自夸 vt.吹嘘		Try to recall "boast" before checking the answer.	core,official
word	boat	[bəut]	n.小船，艇；渔船		Try to recall "boat" before checking the answer.	core,official
word	body	[ˈbɔdi]	n.身体；主体；尸体		Try to recall "body" before checking the answer.	core,official
word	boil	[bɔil]	vi.沸腾；汽化 vt.煮沸		Try to recall "boil" before checking the answer.	core,official
word	bold	[bəuld]	a.大胆的；冒失的		Try to recall "bold" before checking the answer.	core,official
word	bolt	[bəult]	n.螺栓；插销 vt.闩门		Try to recall "bolt" before checking the answer.	core,official
word	bomb	[bɔm]	n.炸弹 vt.轰炸		Try to recall "bomb" before checking the answer.	core,official
word	bond	[bɔnd]	n.联结，联系；公债		Try to recall "bond" before checking the answer.	core,official
word	bone	[bəun]	n.骨，骨骼		Try to recall "bone" before checking the answer.	core,official
word	book	[buk]	n.书，书籍 vt.预定		Try to recall "book" before checking the answer.	core,official
word	boot	[buːt]	n.靴子，长统靴		Try to recall "boot" before checking the answer.	core,official
word	booth	[buːθ]	n.货摊；公用电话亭		Try to recall "booth" before checking the answer.	core,official
word	border	[ˈbɔːdə]	n.边，边缘；边界		Try to recall "border" before checking the answer.	core,official
word	bore	[bɔː]	vt.使厌烦；钻，挖		Try to recall "bore" before checking the answer.	core,official
word	born	[bɔːn]	a.天生的；出生的		Try to recall "born" before checking the answer.	core,official
word	borrow	[ˈbɔrəu]	vt.借，借用，借人		Try to recall "borrow" before checking the answer.	core,official
word	bosom	[ˈbuzəm]	n.胸，胸部；内心		Try to recall "bosom" before checking the answer.	core,official
word	boss	[bɔs]	n.老板，上司 vt.指挥		Try to recall "boss" before checking the answer.	core,official
word	both	[bəuθ]	pron.两者(都)		Try to recall "both" before checking the answer.	core,official
word	bother	[ˈbɔðə]	vt.烦扰，迷惑 n.麻烦		Try to recall "bother" before checking the answer.	core,official
word	bottle	[ˈbɔtl]	n.瓶，酒瓶；一瓶		Try to recall "bottle" before checking the answer.	core,official
word	bottom	[ˈbɔtəm]	n.底，底部，根基		Try to recall "bottom" before checking the answer.	core,official
word	bough	[bau]	n.树枝		Try to recall "bough" before checking the answer.	core,official
word	bounce	[bauns]	vi.反跳，弹起；跳起		Try to recall "bounce" before checking the answer.	core,official
word	bound	[baund]	a.一定的；有义务的		Try to recall "bound" before checking the answer.	core,official
word	boundary	[ˈbaundəri]	n.分界线，办界		Try to recall "boundary" before checking the answer.	core,official
word	bow	[bau]	n.弓；蝴蝶结；鞠躬		Try to recall "bow" before checking the answer.	core,official
word	bowl	[bəul]	n.碗，钵；碗状物		Try to recall "bowl" before checking the answer.	core,official
word	box	[bɔks]	n.箱，盒；包箱		Try to recall "box" before checking the answer.	core,official
word	box	[bɔks]	vi.拳击，打拳		Try to recall "box" before checking the answer.	core,official
word	boy	[bɔi]	n.男孩，少年；家伙		Try to recall "boy" before checking the answer.	core,official
word	brain	[brein]	n.脑，脑髓；脑力		Try to recall "brain" before checking the answer.	core,official
word	brake	[breik]	n.闸，刹车 vi.制动		Try to recall "brake" before checking the answer.	core,official
word	branch	[brɑːnt∫]	n.树枝；分部；分科		Try to recall "branch" before checking the answer.	core,official
word	brand	[brænd]	n.商品；烙印 vt.铭刻		Try to recall "brand" before checking the answer.	core,official
word	brandy	[ˈbrændi]	n.白兰地酒		Try to recall "brandy" before checking the answer.	core,official
word	brass	[brɑːs]	n.黄铜；黄铜器		Try to recall "brass" before checking the answer.	core,official
word	brave	[breiv]	a.勇敢的，华丽的		Try to recall "brave" before checking the answer.	core,official
word	bread	[bred]	n.面包；食物，粮食		Try to recall "bread" before checking the answer.	core,official
word	breadth	[bredθ]	n.宽度，幅度；幅面		Try to recall "breadth" before checking the answer.	core,official
word	break	[breik]	vt.打破；损坏；破坏		Try to recall "break" before checking the answer.	core,official
word	breakfast	[ˈbrekfəst]	n.早饭，早餐		Try to recall "breakfast" before checking the answer.	core,official
word	breast	[brest]	n.乳房；胸脯，胸膛		Try to recall "breast" before checking the answer.	core,official
word	breath	[breθ]	n.气息，呼吸；气味		Try to recall "breath" before checking the answer.	core,official
word	breathe	[briːð]	vi.呼吸 vt.呼吸		Try to recall "breathe" before checking the answer.	core,official
word	breed	[briːd]	n.品种 vt.使繁殖		Try to recall "breed" before checking the answer.	core,official
word	breeze	[briːz]	n.微风，和风		Try to recall "breeze" before checking the answer.	core,official
word	brick	[brik]	n.砖，砖块；砖状物		Try to recall "brick" before checking the answer.	core,official
word	bridge	[bridʒ]	n.桥，桥梁；桥牌		Try to recall "bridge" before checking the answer.	core,official
word	brief	[briːf]	a.简短的；短暂的		Try to recall "brief" before checking the answer.	core,official
word	bright	[brait]	a.明亮的；聪明的		Try to recall "bright" before checking the answer.	core,official
word	brighten	[ˈbraitn]	vt.使发光；使快活		Try to recall "brighten" before checking the answer.	core,official
word	brilliant	[ˈbriljənt]	a.光辉的；卓越的		Try to recall "brilliant" before checking the answer.	core,official
word	brim	[brim]	n.边，边缘；帽沿		Try to recall "brim" before checking the answer.	core,official
word	bring	[briŋ]	vt.带来；引出；促使		Try to recall "bring" before checking the answer.	core,official
word	brisk	[brisk]	a.活泼的；清新的		Try to recall "brisk" before checking the answer.	core,official
word	bristle	[ˈbrisl]	n.短而硬的毛；鬃毛		Try to recall "bristle" before checking the answer.	core,official
word	Britain	[ˈbritən]	n.不列颠，英国		Try to recall "Britain" before checking the answer.	core,official
word	British	[ˈbriti∫]	a.不列颠的，英联邦的		Try to recall "British" before checking the answer.	core,official
word	brittle	[ˈbritl]	a.脆的；易损坏的		Try to recall "brittle" before checking the answer.	core,official
word	broad	[brɔːd]	a.宽的，阔的；广泛的		Try to recall "broad" before checking the answer.	core,official
word	broadcast	[ˈbrɔːdkɑːst]	n.广播，播音		Try to recall "broadcast" before checking the answer.	core,official
word	broken	[ˈbrəukən]	a.被打碎的，骨折的		Try to recall "broken" before checking the answer.	core,official
word	bronze	[brɔnz]	n.青铜；青铜制品		Try to recall "bronze" before checking the answer.	core,official
word	brood	[bruːd]	n.同窝幼鸟 vt.孵(蛋)		Try to recall "brood" before checking the answer.	core,official
word	brook	[bruk]	n.小河，溪流		Try to recall "brook" before checking the answer.	core,official
word	broom	[bruːm]	n.扫帚		Try to recall "broom" before checking the answer.	core,official
word	brother	[ˈbrʌðə]	n.兄弟；同事，同胞		Try to recall "brother" before checking the answer.	core,official
word	brow	[brau]	n.额；眉，眉毛		Try to recall "brow" before checking the answer.	core,official
word	brown	[braun]	n.褐色，棕色		Try to recall "brown" before checking the answer.	core,official
word	bruise	[bruːz]	n.青肿，伤痕；擦伤		Try to recall "bruise" before checking the answer.	core,official
word	brush	[brʌ∫]	n.刷子，毛刷；画笔		Try to recall "brush" before checking the answer.	core,official
word	brute	[bruːt]	n.禽兽，畜生		Try to recall "brute" before checking the answer.	core,official
word	bubble	[ˈbʌbl]	n.泡 vi.冒泡，沸腾		Try to recall "bubble" before checking the answer.	core,official
word	bucket	[ˈbʌkit]	n.水桶；吊桶；铲斗		Try to recall "bucket" before checking the answer.	core,official
word	bud	[bʌd]	n.芽，萌芽；蓓蕾		Try to recall "bud" before checking the answer.	core,official
word	build	[bild]	vt.建筑；建立；创立		Try to recall "build" before checking the answer.	core,official
word	building	[ˈbildiŋ]	n.建筑物，大楼；建筑		Try to recall "building" before checking the answer.	core,official
word	bulb	[bʌlb]	n.电灯泡；球状物		Try to recall "bulb" before checking the answer.	core,official
word	bulk	[bʌlk]	n.物体，容积，大批		Try to recall "bulk" before checking the answer.	core,official
word	bull	[bul]	n.公牛；雄的象		Try to recall "bull" before checking the answer.	core,official
word	bullet	[ˈbulit]	n.枪弹，子弹，弹丸		Try to recall "bullet" before checking the answer.	core,official
word	bunch	[bʌnt∫]	n.束，球，串；一群		Try to recall "bunch" before checking the answer.	core,official
word	bundle	[ˈbʌndl]	n.捆，包，束；包袱		Try to recall "bundle" before checking the answer.	core,official
word	burden	[ˈbəːdn]	n.担子，重担；装载量		Try to recall "burden" before checking the answer.	core,official
word	bureau	[bjuəˈrəu]	n.局，司，处；社，所		Try to recall "bureau" before checking the answer.	core,official
word	burn	[bəːn]	vi.烧，燃烧 n.烧伤		Try to recall "burn" before checking the answer.	core,official
word	burst	[bəːst]	vt.使爆裂 vi.&n.爆炸		Try to recall "burst" before checking the answer.	core,official
word	bury	[ˈberi]	vt.埋葬，葬；埋藏		Try to recall "bury" before checking the answer.	core,official
word	bus	[bʌs]	n.公共汽车		Try to recall "bus" before checking the answer.	core,official
word	bush	[bu∫]	n.灌木，灌木丛，矮树		Try to recall "bush" before checking the answer.	core,official
word	business	[ˈbiznis]	n.商业，生意；事务		Try to recall "business" before checking the answer.	core,official
word	busy	[ˈbizi]	a.忙的，繁忙的		Try to recall "busy" before checking the answer.	core,official
word	but	[bʌt]	conj.但是，可是		Try to recall "but" before checking the answer.	core,official
word	butcher	[ˈbut∫ə]	n.屠夫；屠杀者		Try to recall "butcher" before checking the answer.	core,official
word	butter	[ˈbʌtə]	n.黄油；奶油		Try to recall "butter" before checking the answer.	core,official
word	butterfly	[ˈbʌtəflai]	n.蝴蝶		Try to recall "butterfly" before checking the answer.	core,official
word	button	[ˈbʌtn]	n.扣子；按钮 vt.扣紧		Try to recall "button" before checking the answer.	core,official
word	buy	[bai]	vt.买，购买 vi.买		Try to recall "buy" before checking the answer.	core,official
word	by	[bai]	prep.在…旁；被，由		Try to recall "by" before checking the answer.	core,official
word	cabbage	[ˈkæbidʒ]	n.洋白菜，卷心菜		Try to recall "cabbage" before checking the answer.	core,official
word	cabin	[ˈkæbin]	n.小屋；船舱，机舱		Try to recall "cabin" before checking the answer.	core,official
word	cabinet	[ˈkæbinit]	n.橱，柜；内阁		Try to recall "cabinet" before checking the answer.	core,official
word	cable	[ˈkeibl]	n.缆，索；电缆；电报		Try to recall "cable" before checking the answer.	core,official
word	cafe	[ˈkæfei]	n.咖啡馆；小餐厅		Try to recall "cafe" before checking the answer.	core,official
word	cafeteria	[ˈkæfiˈtiəriə]	n.自助食堂		Try to recall "cafeteria" before checking the answer.	core,official
word	cage	[keidʒ]	n.笼；鸟笼，囚笼		Try to recall "cage" before checking the answer.	core,official
word	cake	[keik]	n.饼，糕，蛋糕		Try to recall "cake" before checking the answer.	core,official
word	calculate	[ˈkælkjuleit]	vt.计算；估计；计划		Try to recall "calculate" before checking the answer.	core,official
word	calculation	[ˌkælkjuˈlei∫ən]	n.计算，计算结果		Try to recall "calculation" before checking the answer.	core,official
word	calculator	[ˈkælkjuleitə]	n.计算器，计算者		Try to recall "calculator" before checking the answer.	core,official
word	calendar	[ˈkælində]	n.日历，历书；历法		Try to recall "calendar" before checking the answer.	core,official
word	call	[kɔːl]	vt.把…叫做；叫，喊		Try to recall "call" before checking the answer.	core,official
word	calm	[kɑːm]	a.静的，平静的		Try to recall "calm" before checking the answer.	core,official
word	camel	[ˈkæməl]	n.骆驼		Try to recall "camel" before checking the answer.	core,official
word	camera	[ˈkæmərə]	n.照相机，摄影机		Try to recall "camera" before checking the answer.	core,official
word	camp	[kæmp]	n.野营，营地，兵营		Try to recall "camp" before checking the answer.	core,official
word	campaign	[kæmˈpein]	n.战役；运动		Try to recall "campaign" before checking the answer.	core,official
word	campus	[ˈkæmpəs]	n.校园，学校场地		Try to recall "campus" before checking the answer.	core,official
word	can	[kæn]	aux.v.能，会，可能		Try to recall "can" before checking the answer.	core,official
word	can	[kæn]	n.罐头，听头；容器		Try to recall "can" before checking the answer.	core,official
word	Canada	[ˈkænədə]	n.加拿大		Try to recall "Canada" before checking the answer.	core,official
word	Canadian	[kəˈneidjən]	a.加拿大的		Try to recall "Canadian" before checking the answer.	core,official
word	canal	[kəˈnæl]	n.运河；沟渠；管		Try to recall "canal" before checking the answer.	core,official
word	cancel	[ˈkænsəl]	vt.取消，撤消；删去		Try to recall "cancel" before checking the answer.	core,official
word	cancer	[ˈkænsə]	n.癌，癌症，肿瘤		Try to recall "cancer" before checking the answer.	core,official
word	candidate	[ˈkændidit]	n.候选人；投考者		Try to recall "candidate" before checking the answer.	core,official
word	candle	[ˈkændl]	n.蜡烛；烛形物；烛光		Try to recall "candle" before checking the answer.	core,official
word	candy	[ˈkændi]	n.糖果；砂糖结晶		Try to recall "candy" before checking the answer.	core,official
word	cannon	[ˈkænən]	n.大炮，火炮；榴弹炮		Try to recall "cannon" before checking the answer.	core,official
word	canoe	[kəˈnuː]	n.独木舟，皮艇，划子		Try to recall "canoe" before checking the answer.	core,official
word	canteen	[kænˈtiːn]	n.小卖部；临时餐室		Try to recall "canteen" before checking the answer.	core,official
word	canvas	[ˈkænvəs]	n.粗帆布；一块油画布		Try to recall "canvas" before checking the answer.	core,official
word	cap	[kæp]	n.帽子，便帽；帽状物		Try to recall "cap" before checking the answer.	core,official
word	capable	[ˈkeipəbl]	a.有能力的，有才能的		Try to recall "capable" before checking the answer.	core,official
word	capacity	[kəˈpæsiti]	n.容量；能力；能量		Try to recall "capacity" before checking the answer.	core,official
word	capital	[ˈkæpitəl]	n.资本，资金；首都		Try to recall "capital" before checking the answer.	core,official
word	captain	[ˈkæptin]	n.陆军上尉；队长		Try to recall "captain" before checking the answer.	core,official
word	captive	[ˈkæptiv]	n.俘虏，被监禁的人		Try to recall "captive" before checking the answer.	core,official
word	capture	[ˈkæpt∫ə]	vt.捕获，俘获；夺得		Try to recall "capture" before checking the answer.	core,official
word	car	[kɑː]	n.汽车，小汽车，轿车		Try to recall "car" before checking the answer.	core,official
word	carbon	[ˈkɑːbən]	n.碳		Try to recall "carbon" before checking the answer.	core,official
word	card	[kɑːd]	n.卡，卡片，名片		Try to recall "card" before checking the answer.	core,official
word	care	[keə]	vi.关心，介意 n.小心		Try to recall "care" before checking the answer.	core,official
word	career	[kəˈriə]	n.生涯，职业，经历		Try to recall "career" before checking the answer.	core,official
word	careful	[ˈkeəful]	a.仔细的；细致的		Try to recall "careful" before checking the answer.	core,official
word	careless	[ˈkeəlis]	a.粗心的，漫不经心的		Try to recall "careless" before checking the answer.	core,official
word	cargo	[ˈkɑːgəu]	n.船货，货物		Try to recall "cargo" before checking the answer.	core,official
word	carpenter	[ˈkɑːpintə]	n.木工，木匠		Try to recall "carpenter" before checking the answer.	core,official
